Zip,City,State
15321,Cecil,PA
20918,Silver Spring,MD
21161,White Hall,MD
01929,Essex,MA
02724,Fall River,MA
24974,Secondcreek,WV
76648,Hubbard,TX
77216,Houston,TX
65344,Miami,MO
66711,Arcadia,KS
66853,Hamilton,KS
67022,Caldwell,KS
67051,Geuda Springs,KS
16368,Irvine,PA
19075,Oreland,PA
24431,Crimora,VA
24901,Lewisburg,WV
26034,Chester,WV
26574,Grant Town,WV
27553,Manson,NC
05747,Granville,VT
07974,New Providence,NJ
13333,East Springfield,NY
29545,Green Sea,SC
13820,Oneonta,NY
14437,Dansville,NY
15285,Pittsburgh,PA
35765,Pisgah,AL
35813,Huntsville,AL
37885,Vonore,TN
43811,Conesville,OH
44706,Canton,OH
45142,Lynchburg,OH
46051,Lapel,IN
46590,Winona Lake,IN
28645,Lenoir,NC
29065,Jenkinsville,SC
29644,Fountain Inn,SC
26590,Wana,WV
31822,Pine Mountain,GA
31906,Columbus,GA
98613,Centerville,WA
81429,Paradox,CO
85390,Wickenburg,AZ
86045,Tuba City,AZ
76107,Fort Worth,TX
77347,Humble,TX
95318,El Portal,CA
87937,Hatch,NM
79740,Girvin,TX
62655,Kilbourne,IL
65461,Duke,MO
56528,Dent,MN
66548,Waterville,KS
60125,Carol Stream,IL
60922,Chebanse,IL
61329,Ladd,IL
62257,Marissa,IL
55730,Grand Rapids,MN
20506,Washington,DC
78066,Rio Medina,TX
64489,Stanberry,MO
65723,Pierce City,MO
67202,Wichita,KS
74557,Moyers,OK
75255,Dallas,TX
75477,Roxton,TX
75791,Whitehouse,TX
64454,Gower,MO
80835,Simla,CO
82512,Crowheart,WY
56710,Alvarado,MN
90847,Long Beach,CA
92501,Riverside,CA
92539,Anza,CA
92880,Corona,CA
99117,Creston,WA
99514,Anchorage,AK
49918,Copper Harbor,MI
50475,Sheffield,IA
66763,Frontenac,KS
67012,Beaumont,KS
53194,Woodworth,WI
15713,Aultman,PA
16255,Sligo,PA
18991,Warminster,PA
67217,Wichita,KS
06374,Plainfield,CT
69218,Merriman,NE
69352,Lyman,NE
49720,Charlevoix,MI
49793,Trout Lake,MI
73147,Oklahoma City,OK
74864,Prague,OK
63357,Marthasville,MO
63348,Foristell,MO
63956,Patterson,MO
68572,Lincoln,NE
72727,Elkins,AR
71914,Hot Springs National Park,AR
92024,Encinitas,CA
93035,Oxnard,CA
82649,Shoshoni,WY
77901,Victoria,TX
84025,Farmington,UT
55037,Hinckley,MN
31816,Manchester,GA
14506,Mendon,NY
32190,Seville,FL
94406,San Mateo,CA
94589,Vallejo,CA
95240,Lodi,CA
92519,Riverside,CA
93714,Fresno,CA
00734,Ponce,PR
56381,Starbuck,MN
57326,Chamberlain,SD
41039,Ewing,KY
44057,Madison,OH
44198,Cleveland,OH
44858,Norwalk,OH
45630,Friendship,OH
32478,Chipley,FL
32832,Orlando,FL
34476,Ocala,FL
35976,Guntersville,AL
47925,Buffalo,IN
48657,Sanford,MI
49327,Grant,MI
30335,Atlanta,GA
37217,Nashville,TN
78155,Seguin,TX
79229,Dickens,TX
72661,Oakland,AR
73153,Oklahoma City,OK
73638,Crawford,OK
74137,Tulsa,OK
88323,Fort Stanton,NM
18219,Conyngham,PA
18627,Lehman,PA
19495,Valley Forge,PA
01746,Holliston,MA
04027,Lebanon,ME
04441,Greenville,ME
05342,Jacksonville,VT
14606,Rochester,NY
07852,Ledgewood,NJ
17140,Harrisburg,PA
17262,Spring Run,PA
26408,Mount Clare,WV
27804,Rocky Mount,NC
33233,Miami,FL
51454,Manilla,IA
64810,Goodman,MO
68961,Nelson,NE
63087,Valles Mines,MO
63383,Warrenton,MO
57003,Baltic,SD
60136,Gilberts,IL
61727,Clinton,IL
47858,Lewis,IN
47904,Lafayette,IN
48417,Burt,MI
48475,Ubly,MI
70177,New Orleans,LA
72385,Twist,AR
73146,Oklahoma City,OK
75094,Plano,TX
75374,Dallas,TX
75960,Moscow,TX
45405,Dayton,OH
55735,Finlayson,MN
56279,Pennock,MN
56750,Red Lake Falls,MN
53150,Muskego,WI
53708,Madison,WI
54472,Marshfield,WI
55038,Hugo,MN
55080,Stanchfield,MN
55144,Saint Paul,MN
55447,Minneapolis,MN
56088,Truman,MN
39776,Woodland,MS
40049,Nerinx,KY
40849,Lejunior,KY
30148,Marble Hill,GA
30187,Winston,GA
30303,Atlanta,GA
31066,Musella,GA
32507,Pensacola,FL
33759,Clearwater,FL
43731,Crooksville,OH
45176,Williamsburg,OH
45298,Cincinnati,OH
45333,Houston,OH
46680,South Bend,IN
34471,Ocala,FL
36041,Highland Home,AL
42344,Graham,KY
43326,Kenton,OH
43560,Sylvania,OH
48112,Belleville,MI
50325,Clive,IA
14737,Franklinville,NY
17349,New Freedom,PA
03868,Rochester,NH
04341,Coopers Mills,ME
04947,Kingfield,ME
06160,Hartford,CT
25607,Amherstdale,WV
20242,Washington,DC
18473,White Mills,PA
18654,Shawanese,PA
18930,Kintnersville,PA
12075,Ghent,NY
01253,Otis,MA
01462,Lunenburg,MA
61416,Bardolph,IL
56762,Warren,MN
32430,Clarksville,FL
33615,Tampa,FL
33633,Tampa,FL
39507,Gulfport,MS
46941,Lagro,IN
48461,North Branch,MI
49555,Grand Rapids,MI
49880,Rock,MI
12489,Wawarsing,NY
38828,Blue Springs,MS
53580,Rewey,WI
29756,Garden City,SC
30082,Smyrna,GA
27248,Franklinville,NC
28333,Dudley,NC
31635,Lakeland,GA
23510,Norfolk,VA
12418,Cornwallville,NY
13133,Colesville,NY
28610,Claremont,NC
25015,Belle,WV
92610,Foothill Ranch,CA
87022,Isleta,NM
88416,Conchas Dam,NM
89413,Glenbrook,NV
90069,West Hollywood,CA
95445,Gualala,CA
95482,Ukiah,CA
95680,Ryde,CA
85376,Sun City West,AZ
97023,Estacada,OR
11417,Ozone Park,NY
00648,Fajardo,PR
25276,Spencer,WV
25851,Harper,WV
28382,Roseboro,NC
33119,Miami Beach,FL
36317,Clopton,AL
36435,Coy,AL
36865,Loachapoka,AL
38186,Memphis,TN
24077,Cloverdale,VA
30234,Jenkinsburg,GA
31798,Wray,GA
78278,San Antonio,TX
79940,El Paso,TX
73852,Mooreland,OK
97401,Eugene,OR
88321,Encino,NM
90311,Inglewood,CA
92346,Highland,CA
94114,San Francisco,CA
76179,Fort Worth,TX
85341,Lukeville,AZ
77969,La Salle,TX
42127,Cave City,KY
43041,Marysville,OH
60969,Union Hill,IL
61052,Monroe Center,IL
55070,Saint Francis,MN
48610,Alger,MI
49664,Maple City,MI
02641,East Dennis,MA
02669,West Chatham,MA
67482,Talmage,KS
68531,Lincoln,NE
59872,Superior,MT
59901,Kalispell,MT
60153,Maywood,IL
61702,Bloomington,IL
58721,Bowbells,ND
72358,Luxora,AR
79556,Sweetwater,TX
95425,Cloverdale,CA
92856,Orange,CA
87416,Fruitland,NM
87533,Espanola,NM
95139,San Jose,CA
90095,Los Angeles,CA
37902,Knoxville,TN
34654,New Port Richey,FL
35616,Cherokee,AL
30750,Lookout Mountain,GA
31765,Meigs,GA
32208,Jacksonville,FL
64141,Kansas City,MO
17742,Lairdsville,PA
17743,Leroy,PA
18851,Warren Center,PA
70893,Baton Rouge,LA
67553,Liebenthal,KS
85743,Tucson,AZ
75016,Irving,TX
60401,Beecher,IL
80432,Como,CO
66081,Wolf River,KS
80546,Severance,CO
55369,Osseo,MN
83534,Culdesac,ID
55988,Stockton,MN
56565,Nashua,MN
49246,Horton,MI
58040,Gwinner,ND
50478,Thompson,IA
91319,Newbury Park,CA
92503,Riverside,CA
94211,Sacramento,CA
35772,Stevenson,AL
43055,Newark,OH
99118,Curlew,WA
45159,New Vienna,OH
50222,Peru,IA
37310,Charleston,TN
67208,Wichita,KS
54701,Eau Claire,WI
68738,Hadar,NE
72568,Pleasant Plains,AR
69030,Haigler,NE
73045,Harrah,OK
80922,Colorado Springs,CO
58580,Zap,ND
74194,Tulsa,OK
16030,Eau Claire,PA
76385,Vernon,TX
18461,Starlight,PA
77320,Huntsville,TX
10940,Middletown,NY
65807,Springfield,MO
12930,Dickinson Center,NY
58432,Eckelson,ND
06804,Brookfield,CT
68439,Staplehurst,NE
61761,Normal,IL
16871,Pottersdale,PA
77449,Katy,TX
14228,Buffalo,NY
59247,Medicine Lake,MT
15466,Newell,PA
60174,Saint Charles,IL
74129,Tulsa,OK
83670,Sweet,ID
26852,Purgitsville,WV
85001,Phoenix,AZ
31139,Atlanta,GA
91902,Bonita,CA
33016,Hialeah,FL
98174,Seattle,WA
98824,George,WA
38146,Memphis,TN
95901,Marysville,CA
47338,Eaton,IN
03801,Portsmouth,NH
48930,Lansing,MI
06080,Suffield,CT
49329,Howard City,MI
00911,San Juan,PR
43569,Weston,OH
31044,Jeffersonville,GA
08903,New Brunswick,NJ
32071,O Brien,FL
10706,Hastings On Hudson,NY
32763,Orange City,FL
28611,Collettsville,NC
13851,Vestal,NY
13202,Syracuse,NY
76651,Italy,TX
15060,Midway,PA
77353,Magnolia,TX
77989,Thomaston,TX
15363,Strabane,PA
16045,Lyndora,PA
16881,Woodland,PA
23181,West Point,VA
06137,W Hartford,CT
25124,Liberty,WV
65582,Vienna,MO
98145,Seattle,WA
66675,Topeka,KS
94156,San Francisco,CA
86331,Jerome,AZ
92616,Irvine,CA
87102,Albuquerque,NM
74359,Oaks,OK
08072,Quinton,NJ
72199,North Little Rock,AR
24440,Greenville,VA
14602,Rochester,NY
13217,Syracuse,NY
23180,Water View,VA
28036,Davidson,NC
65236,Brunswick,MO
21298,Baltimore,MD
67478,Simpson,KS
12593,West Copake,NY
69023,Champion,NE
54568,Woodruff,WI
96101,Alturas,CA
87543,Llano,NM
71468,Provencal,LA
98942,Selah,WA
79942,El Paso,TX
99903,Meyers Chuck,AK
75947,Geneva,TX
72529,Cherokee Village,AR
84722,Central,UT
45855,Latty,OH
76557,Moody,TX
42740,Glendale,KY
71306,Alexandria,LA
60304,Oak Park,IL
63103,Saint Louis,MO
62706,Springfield,IL
49757,Mackinac Island,MI
50579,Rockwell City,IA
58203,Grand Forks,ND
48465,Palms,MI
49283,Spring Arbor,MI
26591,Worthington,WV
07510,Paterson,NJ
19889,Wilmington,DE
20254,Washington,DC
23630,Hampton,VA
22701,Culpeper,VA
11050,Port Washington,NY
23517,Norfolk,VA
27283,Julian,NC
06354,Moosup,CT
28310,Fort Bragg,NC
15834,Emporium,PA
28950,Winterville,NC
11418,Richmond Hill,NY
11746,Huntington Station,NY
24432,Deerfield,VA
76691,West,TX
25817,Bolt,WV
78727,Austin,TX
01515,East Brookfield,MA
53090,West Bend,WI
80653,Weldona,CO
54441,Hewitt,WI
83729,Boise,ID
62006,Batchtown,IL
66404,Baileyville,KS
79831,Alpine,TX
71030,Gloster,LA
73015,Carnegie,OK
57313,Armour,SD
05777,West Rutland,VT
30633,Danielsville,GA
31208,Macon,GA
02113,Boston,MA
60064,North Chicago,IL
23146,Rockville,VA
29657,Liberty,SC
21688,Ridgely,MD
19462,Plymouth Meeting,PA
45408,Dayton,OH
21523,Bloomington,MD
99176,Thornton,WA
28557,Morehead City,NC
80638,Greeley,CO
61840,Dewey,IL
47429,Ellettsville,IN
48230,Grosse Pointe,MI
48231,Detroit,MI
48451,Linden,MI
49323,Dorr,MI
45218,Cincinnati,OH
45828,Coldwater,OH
46376,Schneider,IN
49655,Leroy,MI
50843,Cumberland,IA
41348,Lost Creek,KY
43062,Pataskala,OH
43682,Toledo,OH
36049,Luverne,AL
98206,Everett,WA
99146,Laurier,WA
99309,Mattawa,WA
91802,Alhambra,CA
95835,Sacramento,CA
05846,Island Pond,VT
06608,Bridgeport,CT
01856,Lowell,MA
99711,Fairbanks,AK
31551,Mershon,GA
32135,Palm Coast,FL
48279,Detroit,MI
38923,Coila,MS
29805,Aiken,SC
30710,Cohutta,GA
34426,Pine Ridge,FL
35958,Bryant,AL
36005,Banks,AL
37306,Belvidere,TN
37332,Evensville,TN
19547,Oley,PA
20314,Washington,DC
21625,Cordova,MD
23351,Exmore,VA
24640,Red Ash,VA
25248,Kenna,WV
41601,Allen,KY
42355,Maceo,KY
42378,Whitesville,KY
43667,Toledo,OH
28038,Earl,NC
49723,Cross Village,MI
58255,Maida,ND
45156,Neville,OH
45336,Kettlersville,OH
47465,Switz City,IN
66692,Topeka,KS
67479,Smolan,KS
67521,Brownell,KS
69130,Cozad,NE
63931,Briar,MO
65080,Tebbetts,MO
47711,Evansville,IN
47937,Crawfordsville,IN
48079,Saint Clair,MI
48894,Westphalia,MI
55803,Duluth,MN
72160,Stuttgart,AR
72833,Danville,AR
32619,Bell,FL
13733,Bainbridge,NY
01569,Uxbridge,MA
30277,Sharpsburg,GA
31032,Gray,GA
36071,Rutledge,AL
37804,Maryville,TN
98105,Seattle,WA
98262,Lummi Island,WA
98371,Puyallup,WA
58579,Wilton,ND
79259,Tell,TX
90210,Beverly Hills,CA
99768,Ruby,AK
65570,Success,MO
67061,Hazelton,KS
68719,Bristow,NE
68729,Creighton,NE
59713,Avon,MT
59823,Bonner,MT
62340,Griggsville,IL
62341,Hamilton,IL
50652,Lincoln,IA
51360,Spirit Lake,IA
53965,Wisconsin Dells,WI
54725,Boyceville,WI
57236,Garden City,SD
57330,Delmont,SD
59058,Mosby,MT
62685,Shipman,IL
91030,South Pasadena,CA
92318,Bryn Mawr,CA
92338,Ludlow,CA
57312,Alpena,SD
59453,Judith Gap,MT
73026,Norman,OK
73064,Mustang,OK
63451,Leonard,MO
65702,Macomb,MO
54620,Cataract,WI
54699,West Salem,WI
61730,Cooksville,IL
81091,Weston,CO
79329,Idalou,TX
95939,Elk Creek,CA
97452,Lowell,OR
97632,Malin,OR
98591,Toledo,WA
99207,Spokane,WA
99349,Mattawa,WA
86503,Chinle,AZ
87117,Kirtland AFB,NM
88103,Cannon AFB,NM
88901,The Lakes,NV
93646,Orange Cove,CA
91001,Altadena,CA
29418,North Charleston,SC
30114,Canton,GA
31316,Ludowici,GA
31534,Douglas,GA
35036,Brookside,AL
40501,Lexington,KY
41561,Rockhouse,KY
94592,Vallejo,CA
94807,Richmond,CA
95328,Keyes,CA
92192,San Diego,CA
92357,Loma Linda,CA
90013,Los Angeles,CA
98671,Washougal,WA
99687,Wasilla,AK
56073,New Ulm,MN
56308,Alexandria,MN
57258,Raymond,SD
41640,Hueysville,KY
42063,Lynnville,KY
33296,Miami,FL
34609,Brooksville,FL
35091,Kimberly,AL
51240,Inwood,IA
51559,Neola,IA
53811,Hazel Green,WI
49676,Rapid City,MI
31131,Atlanta,GA
37924,Knoxville,TN
39439,Heidelberg,MS
39767,Stewart,MS
80420,Alma,CO
62459,Sainte Marie,IL
72550,Locust Grove,AR
72947,Mulberry,AR
68316,Benedict,NE
70062,Kenner,LA
18058,Kunkletown,PA
18076,Red Hill,PA
18922,Forest Grove,PA
20686,Saint Marys City,MD
02359,Pembroke,MA
02663,South Wellfleet,MA
03468,West Peterborough,NH
04065,Ellsworth,ME
05463,Isle La Motte,VT
08808,Broadway,NJ
16918,Cowanesque,PA
44401,Berlin Center,OH
40447,McKee,KY
49711,Bay Shore,MI
52746,Donahue,IA
52805,Davenport,IA
53208,Milwaukee,WI
67515,Arnold,KS
69148,Lisco,NE
63042,Hazelwood,MO
63663,Pilot Knob,MO
57477,Turton,SD
58775,Roseglen,ND
48041,Memphis,MI
48151,Livonia,MI
48857,Morrice,MI
75839,Elkhart,TX
43914,Cameron,OH
44139,Solon,OH
45332,Hollansburg,OH
56003,Mankato,MN
52533,Batavia,IA
55557,Young America,MN
55956,Mazeppa,MN
38803,Tupelo,MS
30312,Atlanta,GA
32353,Quincy,FL
32807,Orlando,FL
32887,Orlando,FL
46913,Bringhurst,IN
46971,Grissom AFB,IN
33950,Punta Gorda,FL
35046,Clanton,AL
43460,Rossford,OH
47975,Pine Village,IN
48268,Detroit,MI
28762,Old Fort,NC
15043,Georgetown,PA
15148,Wilmerding,PA
17058,Mifflin,PA
03820,Dover,NH
04097,North Yarmouth,ME
05070,South Strafford,VT
25268,Orma,WV
26205,Craigsville,WV
26224,Helvetia,WV
19966,Millsboro,DE
20726,Laurel,MD
22547,Sealston,VA
17580,Talmage,PA
18470,Union Dale,PA
19350,Landenberg,PA
01529,Millville,MA
02136,Hyde Park,MA
27582,Stovall,NC
61880,Tolono,IL
32908,Palm Bay,FL
34146,Marco Island,FL
35806,Huntsville,AL
40826,Eolia,KY
47245,Hayden,IN
12737,Glen Spey,NY
51637,College Springs,IA
52572,Moulton,IA
30141,Hiram,GA
27342,Sedalia,NC
27812,Bethel,NC
30814,Harlem,GA
31057,Marshallville,GA
31795,Ty Ty,GA
32177,Palatka,FL
23126,Newtown,VA
11756,Levittown,NY
11792,Wading River,NY
20215,Washington,DC
20422,Washington,DC
25122,Leewood,WV
91340,San Fernando,CA
91377,Oak Park,CA
92096,San Marcos,CA
92801,Anaheim,CA
93776,Fresno,CA
83404,Idaho Falls,ID
84079,Vernal,UT
85628,Nogales,AZ
97352,Jefferson,OR
97281,Portland,OR
06749,Waterbury,CT
07847,Kenvil,NJ
03062,Nashua,NH
05828,Danville,VT
27565,Oxford,NC
33168,Miami,FL
36738,Faunsdale,AL
30458,Statesboro,GA
32179,Ocklawaha,FL
21528,Eckhart Mines,MD
21658,Queenstown,MD
24361,Meadowview,VA
79093,Waka,TX
80831,Peyton,CO
81071,Sheridan Lake,CO
71701,Camden,AR
73136,Oklahoma City,OK
87945,Williamsburg,NM
98282,Camano,WA
91394,Granada Hills,CA
91798,Ontario,CA
74183,Tulsa,OK
76137,Fort Worth,TX
40353,Mount Sterling,KY
41137,Firebrick,KY
41833,Linefork,KY
41844,Pippa Passes,KY
61428,Dahinda,IL
61650,Peoria,IL
62348,Lima,IL
63124,Saint Louis,MO
47038,Patriot,IN
47881,Staunton,IN
61077,Seward,IL
61109,Rockford,IL
61760,Minonk,IL
56724,Gatzke,MN
57079,Yankton,SD
58249,Langdon,ND
59012,Birney,MT
73160,Oklahoma City,OK
73526,Blair,OK
70550,Lawtell,LA
78467,Corpus Christi,TX
78540,Edinburg,TX
78594,Sebastian,TX
78762,Austin,TX
79906,El Paso,TX
02651,North Eastham,MA
95492,Windsor,CA
95540,Fortuna,CA
91308,West Hills,CA
52638,Middletown,IA
56452,Hackensack,MN
44107,Lakewood,OH
45069,West Chester,OH
40296,Louisville,KY
31299,Macon,GA
32402,Panama City,FL
35407,Tuscaloosa,AL
47167,Salem,IN
47735,Evansville,IN
48051,New Baltimore,MI
36570,Salitpa,AL
37773,Lone Mountain,TN
37830,Oak Ridge,TN
15690,Vandergrift,PA
05482,Shelburne,VT
29584,Patrick,SC
29875,Murrells Inlet,SC
10650,White Plains,NY
12967,North Lawrence,NY
13026,Aurora,NY
20886,Montgomery Village,MD
26823,Capon Springs,WV
14168,Versailles,NY
15017,Bridgeville,PA
95954,Magalia,CA
92249,Heber,CA
93445,Oceano,CA
02898,Wyoming,RI
00960,Bayamon,PR
61616,Peoria,IL
63133,Saint Louis,MO
78147,Poth,TX
79763,Odessa,TX
70159,New Orleans,LA
71070,Saline,LA
71266,Pioneer,LA
84322,Logan,UT
59484,Sweet Grass,MT
67630,Belleville,KS
67733,Edson,KS
68349,Elmwood,NE
68742,Inman,NE
73726,Carmen,OK
76304,Wichita Falls,TX
76573,Schwertner,TX
95159,San Jose,CA
54985,Winnebago,WI
38451,Culleoka,TN
40360,Owingsville,KY
45687,Wakefield,OH
59921,Lake McDonald,MT
60045,Lake Forest,IL
61462,Monmouth,IL
62017,Coffeen,IL
57315,Avon,SD
58222,Crystal,ND
49947,Marenisco,MI
50274,Wiota,IA
50543,Gowrie,IA
36103,Montgomery,AL
41017,Ft Mitchell,KY
41093,Wallingford,KY
42069,Melber,KY
43001,Alexandria,OH
48913,Lansing,MI
44490,Washingtonville,OH
44890,Willard,OH
45727,Dexter City,OH
45891,Van Wert,OH
50647,Janesville,IA
39352,Porterville,MS
15380,Wind Ridge,PA
31498,Savannah,GA
33544,Zephyrhills,FL
33820,Alturas,FL
23631,Hampton,VA
25667,Chattaroy,WV
26136,Big Bend,WV
08346,Newtonville,NJ
10910,Arden,NY
28577,Sealevel,NC
26582,Mannington,WV
27350,Sophia,NC
28331,Cumberland,NC
35089,Kellyton,AL
37245,Nashville,TN
00958,Bayamon,PR
01302,Greenfield,MA
01750,Natick,MA
02059,North Marshfield,MA
06147,Hartford,CT
07650,Palisades Park,NJ
01242,Lenox Dale,MA
13649,Helena,NY
16259,Templeton,PA
32858,Orlando,FL
33044,Sugarloaf Shores,FL
17573,Ronks,PA
25676,Lenore,WV
19183,Philadelphia,PA
08734,Lanoka Harbor,NJ
20688,Solomons,MD
92585,Sun City,CA
87070,Clines Corners,NM
88332,La Luz,NM
89027,Mesquite,NV
99709,Fairbanks,AK
44822,Butler,OH
46394,Whiting,IN
46825,Fort Wayne,IN
36641,Mobile,AL
31555,Odum,GA
32810,Orlando,FL
18848,Towanda,PA
18918,Earlington,PA
56397,Saint Cloud,MN
72110,Morrilton,AR
73080,Purcell,OK
73626,Canute,OK
73858,Shattuck,OK
50594,Vincent,IA
44064,Montville,OH
44855,North Fairfield,OH
45658,Patriot,OH
45897,Williamstown,OH
46725,Columbia City,IN
54140,Little Chute,WI
35242,Birmingham,AL
36039,Hardaway,AL
36473,Range,AL
58461,Litchville,ND
59223,Fort Peck,MT
59241,Hinsdale,MT
39631,Centreville,MS
40452,Mitchellsburg,KY
55114,Saint Paul,MN
28617,Crumpler,NC
29218,Columbia,SC
31700,Albany,GA
14006,Angola,NY
15104,Braddock,PA
16630,Cresson,PA
32506,Pensacola,FL
33148,Miami,FL
33757,Clearwater,FL
28286,Charlotte,NC
22901,Charlottesville,VA
25362,Charleston,WV
25519,Glenhayes,WV
05746,Gaysville,VT
07109,Belleville,NJ
00822,Christiansted,VI
55065,Randolph,MN
55327,Dayton,MN
45353,Pemberton,OH
13812,Nichols,NY
15339,Hendersonville,PA
16334,Marble,PA
16428,North East,PA
31072,Pitts,GA
32091,Starke,FL
20599,Washington,DC
21705,Frederick,MD
23120,Moseley,VA
23250,Richmond,VA
25517,Genoa,WV
29360,Laurens,SC
17518,Drumore,PA
18032,Catasauqua,PA
27615,Raleigh,NC
28174,Wingate,NC
12050,Columbiaville,NY
12252,Albany,NY
05863,Saint Johnsbury Center,VT
08010,Beverly,NJ
47471,Worthington,IN
48176,Saline,MI
40201,Louisville,KY
41465,Salyersville,KY
41567,Stone,KY
42633,Monticello,KY
43624,Toledo,OH
43724,Caldwell,OH
45155,Mowrystown,OH
36456,McKenzie,AL
36630,Mobile,AL
37765,Kyles Ford,TN
88441,Bell Ranch,NM
92066,Ranchita,CA
92418,San Bernardino,CA
92571,Perris,CA
53698,Union Center,WI
61441,Ipava,IL
62242,Evansville,IL
66072,Parker,KS
66757,Neodesha,KS
68823,Burwell,NE
76258,Pilot Point,TX
76639,Dawson,TX
77034,Houston,TX
77872,North Zulch,TX
56465,Merrifield,MN
56541,Flom,MN
71822,Ashdown,AR
99576,Dillingham,AK
97306,Salem,OR
80520,Firestone,CO
80732,Hereford,CO
28642,Jonesville,NC
28687,Statesville,NC
29171,West Columbia,SC
39213,Jackson,MS
39520,Bay Saint Louis,MS
40294,Louisville,KY
44181,Cleveland,OH
45232,Cincinnati,OH
46055,McCordsville,IN
46714,Bluffton,IN
32536,Crestview,FL
33631,Tampa,FL
34797,Yalaha,FL
34945,Fort Pierce,FL
81332,Rico,CO
97390,Tidewater,OR
01841,Lawrence,MA
02062,Norwood,MA
02364,Kingston,MA
38926,Elliott,MS
40873,Wallins Creek,KY
56751,Roseau,MN
58763,New Town,ND
59006,Ballantine,MT
59424,Coffee Creek,MT
53097,Mequon,WI
44413,East Palestine,OH
44842,Loudonville,OH
47030,Metamora,IN
51636,Coin,IA
42755,Leitchfield,KY
43084,Woodstock,OH
61279,Reynolds,IL
63030,Fletcher,MO
63180,Saint Louis,MO
63703,Cape Girardeau,MO
64443,Easton,MO
48086,Southfield,MI
30439,Metter,GA
32181,Pomona Park,FL
32956,Rockledge,FL
33831,Bartow,FL
20091,Washington,DC
21117,Owings Mills,MD
21297,Baltimore,MD
24015,Roanoke,VA
14572,Wayland,NY
16666,Osceola Mills,PA
17018,Dauphin,PA
17249,Rockhill Furnace,PA
12239,Albany,NY
12734,Ferndale,NY
13143,Red Creek,NY
14273,Buffalo,NY
24827,Cyclone,WV
25779,Huntington,WV
26070,Wellsburg,WV
35176,Vandiver,AL
35206,Birmingham,AL
36108,Montgomery,AL
18656,Sweet Valley,PA
19484,Valley Forge,PA
27375,Wentworth,NC
27870,Roanoke Rapids,NC
29210,Columbia,SC
95487,Vineburg,CA
95950,Grimes,CA
94029,Menlo Park,CA
16820,Aaronsburg,PA
18701,Wilkes Barre,PA
33938,Murdock,FL
25093,Gordon,WV
28344,Godwin,NC
06443,Madison,CT
06531,New Haven,CT
08544,Princeton,NJ
12883,Ticonderoga,NY
13354,Holland Patent,NY
01913,Amesbury,MA
70647,Iowa,LA
71350,Mansura,LA
48044,Macomb,MI
48227,Detroit,MI
49822,Deerton,MI
78620,Dripping Springs,TX
79078,Sanford,TX
88054,Radium Springs,NM
88426,Logan,NM
94303,Palo Alto,CA
97041,Mount Hood Parkdale,OR
75564,Lodi,TX
78021,Fowlerton,TX
67905,Liberal,KS
68350,Endicott,NE
45845,Fort Loramie,OH
12863,Rock City Falls,NY
46411,Merrillville,IN
31836,Woodland,GA
27043,Pinnacle,NC
32502,Pensacola,FL
20436,Washington,DC
80826,Limon,CO
81630,De Beque,CO
84701,Richfield,UT
64108,Kansas City,MO
72115,North Little Rock,AR
72203,Little Rock,AR
74845,Hanna,OK
76345,Fort Worth,TX
